Folder Name, File Name, File URL
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
test,abcs1.jpg,https://ci.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/359711/1.jpg?3243
